shipper_party_name,count,address1,address2,address3,address4,country_code
JUNGBUNZLAUER SA,4799,ZONE INDUSTRIELLE ET PORTUAIRE,67390 MARCKOLSHEIM CEDEX FR,,,
MAINFREIGHT INTERNATIONAL LOGISTICS,4793,"RM 4003-4005, GOLDEN BUSINESS CENTE",SHENZHEN GD,CHINA,,
SIG COMBIBLOC GMBH,4792,RUHRSTRASSE 58,,,,DE
CAESARSTONE LTD,4780,M.P. MENSHE,SDOT YAM 3780400 ISRAEL,,,
"KWISE LOGISTICS(SHANDONG)CO.,LTD",4775,"UNIT A,7 F,BLDG 7,NO.288 NINGXIA","ROAD, QINGDAO SOFTWARE PARK,QINGDAO",CHINA TEL +86 532-82023456,QINGDAO,
KUEHNE + NAGEL N.V.,4762,BORSBEEKSEBRUG 30,2600 ANTWERPEN BELGIUM,AGENT OF BLUE ANCHOR AMERICA LINE,,
AGROINDUSTRIAL PINAS DEL BOSQUE S.A,4761,"PISO 7, EDIFICIO TERRAZAS B","PLAZA ROBLE, GUACHIPELIN,","ESCAZU, COSTA RICA",,
WIDER LOGISTICS LIMITED,4756,"ROOM 1723, PACIFIC TRADE CENTRE 2 K",HONG KONG .,HONG KONG,,
BHARAT FORGE LIMITED,4756,"MUNDHWA,",PUNE,,,IN
SAMSUNG ELECTRONICS DIGITAL,4754,"APPLIANCES MXICO, S. A. DE C. V.","AV. BENITO JUAREZ 119, KM 28.5",SANTA ROSA JAUREGUI PARQUE,INDUSTRIAL QUERETARO 76220,
INTERGLOBO VIETNAM COMPANY LIMITED,4750,"57-59 HO TUNG MAU STREET, BEN NGHE","WARD, DISTRICT 1, HO CHI MINH CITY",TEL + 84 28 39146374/5/6,FAX + 84 28 39146371,
KOMATSU LTD.,4748,2-3-6 AKASAKA,MINATO-KU,,,JP
CHAIN LOJISTIK HIZMETLERI LTD STI,4714,NO:42KAT:8 KONAK AKDENIZ MAHALLESI,KONAK 35 35210 TURKEY,,,
HONOUR LANE LOGISTICS CO LTD,4708,.,C.C.T. BLDG. 4TH FL. BANGKOK BKK 10,500 TH,,
SUMITOMO CORPORATION,4691,8-11 HARUMI 1-CHOME CHUO-KU,"TOKYO,",,,
MAZDA MOTOR CORPORATION,4690,"3-1 SHINCHI, FUCHU-CHO, AKI-GUN","HIROSHIMA, JAPAN",HIROSHIMA JP,,
"OEC LOGISTICS (QINGDAO) CO., LTD. S",4688,"ROOM 12A01-02, NO. 4018, ANLIAN PLA",SHENZHEN 44 518026 CHINA,,,
LUIGI LAVAZZA SPA,4681,VIA BOLOGNA 32,TORINO IT,,,
GESTION DE EXPORTACIONES FRUTICOLAS,4675,"VALPARAISO (CLVAP), CHILE (CL)",PANAMERICANA SUR NO. 5018 KILOMETRO,"38, LINDEROS, BUIN-CHILE PH: 56-2-",,
"CONCORD FREIGHT SYSTEM CO.,LTD",4662,"UNIT 703B,R F SQUARE,NO.16","MACHANG ROAD,TIANHE DISTRICT,",GUANGZHOU,,
TE CONNECTIVITY SOLUTIONS GMBH,4662,AMPRESTRASSE 3,STEINACH CH,,,
EXPEDITORS INTERNATIONAL MAA,4654,"7TH FLOOR, SHYAMALA TOWER,","136 - ARCOT ROAD,, SALIGRAMAM,","CHENNAI, TAMIL NADU 600093",,38
BACARDI MARTINI PRD XP LOG,4652,PARC DU HODE - ROUTE INDUSTRIELLE 5,ST VIGOR-D'YMONVILLE 76 76430 FRANC,,,
RR DONNELLEY ASIA PRINTING SOLUTION,4650,"UNIT 2010-2011, 20F, C-BONS INTERNA","TIONAL CENTER, 108 WAI YIP STREET,","KWUN TONG,KOWLOON, HONGKONG",,
"SEASKY LOGISTICS CO., LTD.",4637,"SUITE 301-304, NO.600 MINSHENG ROAD",SHANGHAI 31 200000 CHINA,,,
DYNAMIC NETWORK CONTAINER LINE LTD,4636,"ROOM 2520,GOLDEN CROWN TOWER NO.18",TIANJIN 12 300042 CHINA,,,
K-APEX LOGISTICS (SHENZHEN) CO. LT,4632,ROOM 1801 IN-LONG BUSINESS CENTER,COMMERCIAL DAILY EAST ROAD FUTIAN,DISTRICT SHENZHEN GUANGDONG CHINA,,
CHINA INT'L FREIGHT (CHINA),4626,LTD.SHENZHEN BRANCH,"31/F,RM.06-09,LUOHU BUSINESS","CENTER,NO.2028,SHENNAN EAST",,
U.S. UNITED LOGISTICS (NINGBO) INC.,4620,"20TH FLOOR,3BLDG,NO.1926,CANGHAI RO","AD,SHANGDONG BUSINESS CENTRE, JIANG","DONG DISTRICT,ZHEJIANG, CHINA.31504",0,
DE WELL CONTAINER SHIPPING INC. 7,4617,GUANGMING RD RM 808 PUDONG 200000,SHANGHAI CHINA TEL:61031877,FAX:61031878,,
SHOALHAVEN STARCHES PTY LIMITED,4610,36 BOLONG ROAD,ABN 94 000 045 045,,,AU
RHI FEUERFEST GMBH,4608,9 WIENERBERGSTRASSE,"VIENNA, 1100 AT",,,
SCHENKER CHINA LTD. QINGDAO BRANCH,4604,"FLOOR.29,SHANDONG INTERNATIONAL",TRADE MANSION,"NO.51 TAIPING ROAD, QINGDAO CHINA",TEL +86 532 8297 1099X,
SHANGHAI FULLTRANS GLOBAL FORWARDIN,4591,"ROOM 1511,JIAHE INT L BLDG,NO.16","HUAYUAN ROAD,SHANGHAI,CHINA 200082",SHANGHAI,,
INTERGLOBO INTERNATIONAL FREIGHT,4580,FORWARDING AGENCY (SHANGHAI),COMPANY LIMITED.SHENZHEN BRANCH,"UNIT E,25F,TOWER C,NEO BUILDING,","6011 SHENNAN AVENUE,FUTIAN",
CARGO SERVICES (CHINA) LIMITED,4569,O/B OCEAN NAVIGATOR EXPRESS LINE,"2735 FUJIN ROAD, BAOSHAN","DISTRICT,SHANGHAI,CHINA,201901",TEL:862123207777 FAX:862153852006,
CHROMEWELL ENGINEERING LTD,4565,"GAT NO. 881-2, SANASWADI,",OFF PUNE NAGARROAD.,PUNE IN,PUNE IN,
KUEHNE + NAGEL (AG CO.) KG,4564,OBERNSTRASSE 2-12,28195 BREMEN GERMANY,TEL:+4942136050,,
APTIV ELECTRICAL CENTERS (SHANGHAI),4555,"200, YUAN GUO ROAD, DOCK 4#",,"ANTING, JIADING DISTRICT",,CN
"FRUTERA DEL PACIFICO, S.A.",4554,VIA 5 EDIFICIO CENTRO FINANCIERO TO,RRE III NIVEL 11 5-34 ZONA 4 GUATEM,"ALA, GUATEMALA.",,
BEIJING KANG-JIE-KONG,4546,"INTERNATIONAL CARGO AGENT CO.,LTD.","NO.1,LANE 128,LINGHONG ROAD SHANGHA",I SHANGHAI 31 200335 CN,,
"HONOUR LANE LOGISTICS CO., LTD",4541,"RM 12 B3-B4, 12/F INTERNATIONAL PLA",HO CHI MINH CITY 65 VIET NAM,,,
BEIJING KANG JIE KONG INTL CARGO AG,4538,"RM 1507-1508,INTL FINANCIAL CENTER",ZHONGSHAN GD 528400,CHINA,,
CASELLA FAMILY BRANDS,4538,P.O. BOX 281WAKLEY ROAD,YENDA NSW 2681 AUSTRALIA,,,
"SHANGHAI KAIJUN LOGISTICS CO.,LTD.",4535,"ROOM 1103,BUILDING B,NO.269",HAI NING ROAD SHANGHAI,CHINA 200080,,
CJ LOGISTICS CORPORATION O/B OF,4528,"KYUNGDONG NAVIEN CO., LTD.",,,,
SHANGHAI SUPREME INTERNATIONAL FREI,4528,"16/F,YAOJIANG INTERNATIONAL PLAZA",SHANGHAI SH 200080,CHINA,,
BOLLORE LOGISTICS LE HAVRE,4523,"PARC LOGISTIQUE PONT DE NORMANDIE,","PORT 4934, B.P. 112",76051 LE HAVRE CEDEX,,
SSAB EMEA AB,4522,SE-781,84 BORLANGE,SWEDEN,,
"J P PRODUCTS CO., LTD",4521,"RM504-505 CHINACHEM GOLDEN PLAZA,77","ATSUI EAST,KOWLOON,HONG KONG","HONG KONG,,HK",,
"QISDA (SUZHOU) CO., LTD",4519,"169ZHUJIANG ROAD,NEW DISTRICT,",,,,CN
"ACU-TRANSPORT CO., LTD.",4518,"99/9 YENAKART ROAD, CHONGNONSEE, YA",BANGKOK 10120 THAILAND,,,
"ACU-TRANSPORT CO.,LTD.",4513,99/9 YENAKART ROAD,"CHONGNONSEE, YANNAWA BANGKOK",10120 THAILAND.,,
CJ CHEILJEDANG CORPORATION,4513,.,CJ CHEILJEDANG CENTER 330 DONGHO RO,JUNG GU SEOUL 100 400 KOREA,,
"HEADWIN LOGISTICS CO.,LTD.",4505,"HEADWIN BUSINESS CENTER,NO.9","DA SHENG ROAD,JIANGDONG","DISTRICT,NINGBO,ZHEJIANG,",CHINA 315040,
CTS INTERNATIONAL LOGISTICS,4501,CORPORATION LTD.,"20TH FLOOR,TIAN AN CENTRE","NO.338,NANJING XI",,82
"SPEEDMARK INTERNATIONAL, LTD.",4496,"8FL, CHINA MERCHANTS PLAZA NO.333-S",SHANGHAI .,CHINA,,
PUDONG PRIME INT'L LOGISTICS.INC,4496,"ROOM 2203 UNIT 1,89G CHANGJIANG","EAST ROAD,","ZHONGSHAN DIST.,DALIAN,CHINA",,81
CEVA FREIGHT GERMANY GMBH,4494,MUSEUMSTRASSE 4,POSTFACH 10 53 09,BREMEN 28195 DE,,
BRASKEM IDESA SAPI,4491,BLV. MANUEL AVILA CAMACHO NO 36,PISO 24 COL. LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,11000 MEXICO,
"ANJI UES FURNITURE CO.,LTD.",4490,"NO.1 YONGYI WEST ROAD,DIPU SUBDIST",ANJI 313300 CN,,,
CARL ZEISS INDUSTRIELLE MESSTECHNIK,4485,CARL ZEISS STRASSE 22,73447 OBERKOCHEN DE,,,
SACO SHIPPING GMBH,4483,WOLLKAEMMEREISTRASSE 1,,HAMBURG 21107 DE,,
QINGDAO ZHONGFU INTERNATIONAL,4479,"LOGISTICS CO.,LTD.",2-2002 APARTMENT JINHUA NO.100,"NANJING ROAD,QINGDAO,CHINA CN",QINGDAO CN 000000,
ARTISTIC MILLINERS (PVT) LTD,4479,"PLOT NO.4,8 SECTOR 25, KORANGI","INDUSTRIAL AREA, KARACHI 74400,",,,67
HONOUR LANE LOGISTICS COMPANY,4471,LIMITED,"4F., NO.1, GUANGFU S. RD., SONGSHAN","DIST ., TAIPEI CITY 10563, TAIWAN",,78
THAI SAMSUNG ELECTRONICS COMPANY LI,4463,"SRIRACHA INDUSTRIAL PARK, 313 MOO 1",SI RACHA CHON BURI 20230,THAILAND,,
ORIENT EXPRESS CONTAINER COMPANY LT,4462,"ROOM A 16TH FL.,NO.726 WEST YAN AN",SHANGHAI .,CHINA,,
"BOEING TIANJIN COMPOSITES CO.,LTD.",4458,MARINE HI DEVELOPMENT AREA,"NO 4566 HEBEI ROAD, TANGGU DISTRICT",TIANJIN 300451 CN,,
"SHIPCO TRANSPORT (SHANGHAI)CO.,LTD.",4456,NO.1350 NORTH SICHUAN ROAD,"11F,SHANGHAI LITONG PLAZA, SHANGHAI",TEL:021-23136888 FAX:021-23136699,,
UPS SUPPLY CHAIN SOLUTIONS (TAIWAN),4455,"2F, NO.361 TANAN ROAD,SHIHLIN DIST.","TAIPEI CITY 111, TAIWAN",TEL 27724232 FAX 27215515 AS AGENT,TAIPEI,
ALBINI & PITIGLIANI SPA,4454,VIALE MARCONI 46,PRATO 59100 ITALY,,,
XINYI AUTOMOBILE GLASS (SHENZHEN) C,4450,228 INDUSTRIAL ZONE HENGGANG TOWN,SHENZHEN GD,CHINA,,
"CAS INTERNATIONAL CO.,LTD",4444,.,"ROOM 901,HENGTAI BUILDING,NO.69,","CHEJIAO STREET,HAISHU DISTRICT,",,
T.V.L. CONTAINER LINE LIMITED,4443,"3RD FL., NO.217,","SEC.3, NANKING E.RD., TAIPEI,","TAIWAN, R.O.C. T:(02)8712-7070",F:(02)2716-0088,
SUR AGRICOLA DE HONDURAS S.A.,4443,100 METROS CARRETERA HACIA OROCUINA,,,,HN
ARTISTIC FABRIC AND GARMENT IND (PV,4442,T),"LTD.39/A,BLOCK-6, P.E.C.H.S.,","KARACHI, PAKISTAN.",,51
ARCESESYNCREON SPA,4431,CONTRADA CERRATINA,LANCIANO CH 66034 ITALY,,,
HELLMANN WORLDWIDE LOGISTICS LTD.,4430,"ROOM 601, 6F, N0.136, SEC.3,","REN'A RD., DA'AN DIST.",106 TAIPEI,,
TRANSLINK SHIPPING INC.,4429,ZHANGJIAGANG BRANCH.,"28-29 JIANGHAI ROAD,JINGGANG TOWN,","ZHANGJIAGANG,JIANGSU,CHINA",,
VANTEC HTS FORWARDING LTD.,4427,"HARUMI TRITON SQUARE,OFFICE TOWER X","26F 1-8-10,HARUMI,CHUO-KU,TOKYO",104-6026 MR.YASUSHI SHIMOKOBE,TOKYO,
SAFEWATER LINES INDIA PRIVATE,4424,LIMITED,"401-A/402,FILIX ,4TH FLOOR","L.B.S.MARG,BHANDUP (WEST),",MUMBAI-400 078,
"YUSEN LOGISTICS (SHENZHEN) CO.,",4401,LTD. - OCM,"7 F,RONGCHAO TOWER SHENZHEN 44 5180",26 CN,,
EXPO FREIGHT PRIVATE LIMITED,4390,"2ND FLOOR STEFI TOWER, NO.51/8D/3,","TIRUCHENDUR ROAD, MUNIYASAMY PURAM,","TUTICORIN-628 003, INDIA. FMC #:020",,92
EXPEDITORS INTERNATIONAL RTM,4390,TRONDHEIM 14-18,2993 LE BARENDRECHT,NETHERLANDS,BARENDRECHT,
"SE JUNG SHIPPING CO., LTD.",4390,"WOOSUNG B/D 9F, BUKCHANG-DONG 35,","CHUNGKU, SEOUL, 100-080, KOREA",TEL : 82-2-755-7270 ++,,
CLARIANT PLASTICS & COATINGS AG,4381,ROTHAUSSTRASSE 61,4132 MUTTENZ,CH,,
CANON INC.,4377,"30-2, SHIMOMARUKO 3-CHOME, OHTA-KU,","TOKYO, 146-8501,",,,
JOHN DEERE INDIA PVT. LTD,4376,EXPORT ORIENTED UNIT,"GAT NO.164,165/1 & 2, 166-167 & 271","-291,TALUKA: SHIRUR OFF PUNE NAGAR",,90
DHL GLOBAL FORWARDING (BRAZIL),4375,LOGISTICS LTDA,"RUA XV DE NOVEMBRO, 119 - CENTRO",CNPJ 10.228.777/0002-42,"SANTOS, BR",
KESCO SCM (HK) LIMITED,4373,"25/F, CHINA UNITED PLAZA,","1008 TAI NAN WEST STREET,","CHEUNG SHA WAN,KOWLOON, HONG KONG",TEL : 27596921 FAX : 27980924,
CAMSO LOADSTAR (PRIVATE) LIMITED,4367,"NO 218, REGENT COURT",MINUWANGODA ROAD,"EKALA, JA-ELA LK",,
SUR AGRICOLA DE HONDURAS,4360,100 METRO CARRETERA HACIA OROCUINA,BARRIO GUALIQUEME,,,HN
CLASSEN INTERNATIONAL GMBH,4359,WERNER-VON-SIEMENS-STR. 18-20,KAISERSESCH DE,,,
ASF ASIA(SHANGHAI) LIMITED,4357,"RM.0235,BLOCK 3, NO.298, LIANZHEN R","PUDONG NEW DISTRICT, SHANGHAI",TEL_0755-22277830 FAX_0755-2227783,,
ARNOLD UMFORMTECHNIK GMBH & CO. KG,4344,CARL-ARNOLD-STRASSE 25,74670 FORCHTENBERG DE,,,
SHANGHAI EVEREST INTERNATIONAL,4341,LOGISTICS CO. LTD.,ROOM 1202 12F NO.2 BUILDING,NO.1080 CHANGYANG ROAD,,
DSV AIR & SEA A/S,4334,NOKIAVEJ 30,HORSENS .,DENMARK,,
BAYERISCHE MOTOREN WERKE AG,4328,PETUELRING 130,,,,DE
"PANTOS LOGISTICS VIETNAM CO., LTD",4320,"ROOM 801, 08TH FLOOR, SAILING TOWER","111A PASTEUR ST., DIST.1, HCMC",VIETNAM,,
DAMCO CHINA LIMITED,4318,"NANJING ROAD 3/F,TIAN AN CENTRE 338",SHANGHAI 31 200003 CHINA,,,
AMTRANS LOGISTICA E TRANSPORTES,4297,INTERNACIONAIS LTDA,"RIVERSIDE CEP: 88301-460, ITAJ",,,BR
ATA FREIGHT LINE LTD STI,4279,1476 SK NO:1 K:3 D:5 TIBAS HAN ALSA,IZMIR 35 35000 TURKEY,,,
SHOALHAVEN STARCHES PTY LTD,4277,36 BOLONG ROAD BOMADERRY,NSW 2541,AUSTRALIA,,
EXTRADE II S.A. DE C.V.,4274,"AV. MANUEL GOMEZ MORIN NO.102-15, C",AGUASCALIENTES AGU 20259 MEXICO,,,
MEGA STEP HOLDINGS LIMITED,4273,16F RAILWAY PLAZA,NOS 39 CHATHAM ROAD SOUTH,"TSIM SHA TSUI, KOWLOON HK",,
TUBOS DE ACERO DE MEXICO SA DE CV,4272,KM 433.7 CARRET MEXICO - VERACRUZ,DELFINO VALENZUELA TEJERIA,VERACRUZ VER,,
JF HILLEBRAND NEW ZEALAND LIMITED,4268,PO BOX 47-842,PONSONBY,AUCKLAND 1144,,
ATC TIRES PRIVATE LIMITED,4245,PLOT NO.A2 SIPCOT INDL. GROWTH CENT,TIRUNELVELI 627352 IN,,,
ORIENTAL WEAVERS INTERNATIONAL,4245,5 MESAHA SQUARE -DOKKI,CAIRO EGYPT,,,
PT. APEX MARITIM INDONESIA,4239,RUKO PERMATA BINTORO,JL. TAMAN KETAMPON NO. 87,SURABAYA - INDONESIA,,
MOL CONSOLIDATION SERVICE LTD O/B,4238,ZHEJIANG G & B FOREIGN,"TRADING CO., LTD.","NO.308 NORTH ZHONGSHAN ROAD,","HANGZHOU, CHINA @",
BSH HAUSGERAETE GMBH,4236,WERNER-VON-SIEMENS-STR. 200,TRAUNREUT BY 83301 GERMANY,,,
"NIPPON EXPRESS CO., LTD.",4234,.,"5-7-28 HIGASHI SHINAGAWA, SHINAGAWA",-KU TOKYO 13 140-0002 JP,,
GEODIS CHINA LIMITED,4205,AGENT OF CARGO CONTAINER LINE LTD,"3 F, OOCL PLAZA,NO.841 MIDDLE YAN","AN ROAD SHANGHAI, 200040 PRC",,
LEO PAPER PRODUCTS LTD,4193,LEVEL 9 TELFORD HOUSE,16 WANG HOI ROAD,"KOWLOON BAY, KOWLOON HK",,
BOMAG GMBH,4180,HELLERWALD GATE 3,BOPPARD RP 56156 GERMANY,,,
INBEV BELGIUM NV/SA,4175,BROUWERIJPLEIN 1,LEUVEN VBR 3000 BELGIUM,,,
WHALE LOGISTICS CO. LTD.,4174,"ROOM 401-403, BLOCK NO 1,BINJIANG","COMMERCIAL PLAZA, TAOYUAN STREET",,,CN
MIDEA ELECTRIC TRADING (SINGAPORE),4174,"50 RAFFLES PLACE,#38-05",SINGAPORE LAND TOWER,SINGAPORE 048623 SG,,
HERBA BANGKOK S.L.,4164,"HEAD OFFICE: 540 MERCURY TOWER, 8 T",BANGKOK 10330 THAILAND,,,
VICOSTONE JOINT STOCK COMPANY,4153,"HOA LAC HI TECH PARK, THACH THAT",HA NOI 00000 VN,,,
SWIFT FREIGHT (INDIA) PRIVATE LIMIT,4152,"3C2, GUNDECHA ONCLAVE, KHERANI ROA",MUMBAI MAHARASHTRA 400 072,INDIA,,
JOHN DEWAR & SONS LTD,4144,THE FINANCE DEPARTEMENT 1700 LONDON,GLASGOW STD G32 8XR UNITED KINGDOM,,,
"FUYAO GLASS INDUSTRY GROUP CO.,LTD",4139,"FUYAO INDUSTRIAL ZONE,","FUQING,FUJIAN,CHINA (350301)",TEL:(591)5383777,,
"HWA SEUNG VINA CO.,LTD",4136,"NHON TRACH 1 INDUSTRIAL ZONE,","NHON TRACH DIST.,",DONG NAI VN,,
HUGHES SHIPPING COMPANY,4135,RM 1508 NO.1666 SICHUAN,"ROAD,SHANGHAI,CHINA TEL 61506010",FAX 63249880,SHANGHAI,
"SUN TRACK EXPRESS (CHINA) CO.,LTD",4115,"839 DALIAN ROAD, STE518 NORTH","BUILDING, HOPSON FORTUNE PLAZA,","SHANGHAI, CHINA.ZIP 200086",(TEL):+86-21 3387 1999,
SCHENKER INTERNATIONAL SA DE CV,4110,PATRIOTISMO 201 PISO 3 COL. SAN,PEDRO DE LOS PINOS C.P. 03800,"DELEGACI N. BENITO JU REZ, CIUDAD","DE M XICO, SIN940103HG3",
TROPICALFRUIT EXPORT SA,4099,KM 1.5 VIA SAMBORONDON EDIF SAMBO-,RONDON BUSINESS CTR PISO 1 OFIC 109,"SAMBORONDON, GUAYAS, ECUADOR",ECU,
CHARTER LINK LOGISTICS LIMITED,4089,"SHANGHAI BRANCH 8TH FLOOR,WENTONG B","KUNMING ROAD,SHANGHAI,200082,PRC TE",7000_,,
MARUBENI LOGISTICS CORPORATION,4087,"13, KANDA-NISHIKICHO 3-CHOME,","CHIYODA-KU, TOKYO, 101-0054, JAPAN",TEL:03-3219-1641,FAX:03-3219-4776,
SAIL GMBH,4085,SEA AIR INTEGRATED LOGISTICS,ELBBERG 8,22767 HAMBURG,,
SHANGHAI QIANGLING ELECTRONIC CO LT,4075,D,"D139 WANG DONG ROAD(S), SI JING SON",G JIAN,,CN
SCHENKEROCEAN LIMITED DBA SCHENKERO,4065,35/F SKYLINE TOWER 39 WANG KWONG R,HONG KONG .,HONG KONG,,
HANGZHOU WELL-TRANS SUPPLY CHAIN MA,4060,"YUNFENG MANSION NO.1-1117,HUANCHENG","DONG RD,","JIANGGAN DISTRICT,",,CN
K-APEX LOGISTICS (SHANGHAI) COMPA,4058,LIMITED,"RM 1211, WANGJIAO PLAZA, 175, EAST","SHANGHAI, SHANGHAI",,
PANALPINA TRANSPORTES MUNDIALES,4054,SA DE CV RFC PTM6306187S0,AV.5 DE FEBRERO NO.1351 DESP.206,"CP. 76120 QUERETARO, MEXICO.",ON BEHALF OF PANTAINER HK LTD.,
CHINATRANS INTERNATIONAL LTD.,4050,ROOM A 22ND FLOOR SECTION A,TAIPINGYANG COMMERCIAL&TRADE,"BLDG.,NO 4028 JIABIN ROAD,LUOHU","DISTRICT,SHENZHEN,518001 CHINA",
RITIME GROUP INC.,4044,.,"SHANGHAI, SHANGHAI 200082 CN",,,
MIRAGE GRANITO CERAMICO SPA,4042,VIA GIARDINI NORD 225,PAVULLO 41026 IT,,,
SCHENKER FRANCE SAS,4036,3 RUE JEAN MONNET,68390 SAUSHEIM FRANCE,,,
"CITY OCEAN LOGISTICS CO., LTD.",4030,"FLOOR 18,SUITE 3,YAO JIANG","INTERNATIONAL TOWER,308WUSONG RD,","SHANGHAI,CHINA",,
BMW AG,4020,ABT. FS- 15,PETUELRING 130,MUENCHEN DE,,
NEPTUNE SUPPLY CHAIN TECHNOLOGY,4006,SHANGHAI LIMITED,"NO. 289,WUJIN ROAD SHANGHAI 31 200",080 CN,,
TEAMGLOBAL LOGISTICS PVT LTD,3994,"A WING 701/702,TIME SQUARE ANDHERI",MUMBAI MAHARASHTRA,INDIA,,
MHCS,3993,9 AVENUE DE CHAMPAGNE,EPERNAY 51 51207 FRANCE,,,
DHL GLOBAL FORWARDING (FRANCE) SAS,3992,EU VAT NUMBER + FR10344307384,"60 I, AVENUE DU 14 JUILLET",IMMEUBLE LE PYTHAGORE - BP 60132,,
PANALPINA WELTTRANSPORT (DEUTSCHLAN,3980,RUDOLF-DIESEL-STRASSE 2,KORNWESTHEIM BW 70806 GERMANY,,,
CROSSROADS GLOBAL TRADING CO. LTD.,3979,"BUILDING 1, NO 218 YESHENG RD",PILOT FREE TRADE ZONE YANGSHAN,"PUDONG DIST SHANGHAI, 201308 CHINA",,
CLS REMY COINTREAU,3979,21 BOULEVARD HAUSSMAN,75009 PARIS,FRANCE,,
APEX HOLDING GROUP LIMITED,3979,"C/O FDI CO.,LTD","TNR TOWER 22TH FLOOR, ROOM 02 180-1","NGUYEN CONG TRU ST.,",,43
HONG KONG GREE ELECTRIC APPLIANCES,3978,"UNIT 2612, 26/F., MIRAMAR TOWER, 13","KOWLOON, HONG KONG",TEL: 852-3165 8898 FAX:852-3165 1,,
CHEMOURS INTERNATIONAL OPERATIONS,3977,SARL,"2, CHEMIN DU PAVILLON,",CH-1218 LE GRAND SACONNEX,,
OIA GLOBAL LOGISTICS (CHINA),3976,LIMITED SHANGHAI BRANCH,"RM.1101-1109,NEW CONCEPT","BUILDING,,NO.39,WUZHONG RD,",XUHUI DIST.SHANGHAI(200235)X,
ALBATRANS S.P.A.,3970,"VIA DEL BOTTEGHINO, 19",50018 SCANDICCI FI,ITALY,,
SAR TRANSPORT SYSTEMS PVT.LTD,3967,"504, MANSAROVAR BUILDING NEHRU",PLACE DELHI,,,16
AYESHA CLOTHING CO. LTD.,3958,.,"1ST,2ND,AND 3RD FLOOR, SAVAR 1341",BD,,
JUNSHENG INTERNATIONAL GROUP LIMITE,3954,"D RM 1802B, FORTRESS TOWER, 250 KIN","G'S ROAD, NORTH POINT, HK",,,
AGRICOM LTDA.,3949,EL GOLF 99 PISO 3,"7550125 LAS CONDES, SANTIAGO",,,
AGT FOODS,3941,6200 E. PRIMROSE GREEN DR.,REGINA SK,S4V 3L7,CANADA,
"OEC LOGISTICS(QINGDAO)CO.,LTD. SHEN",3936,"ROOM 1601-1603, R&F NEW WORLD CENTE",GUANGZHOU 44 510600 CHINA,,,
TRANS SERVICE LINE,3931,"ZAC D2A, 4-6 RUE SANTOS DUMONT",SAINT-AIGNAN-GRANDLIEU 44 44860 FRA,,,
S. C. SCHAEFFLER ROMANIA SRL,3917,ALEEA SCHAEFFLER 3,CRISTIAN RO,,,
"K-APEX LOGISTICS (SHENZHEN) CO., LT",3916,"ROOM 1801 IN-LONG BUSINESS CENTER,","COMMERCIAL DAILY EAST ROAD, FUTIAN","SHENZHEN,GUANGDONG CHINA",,
GH TRANS,3912,"2F,STREET 4F, TAN THUAN TAY WARD, D",HO CHI MINH CITY 65 VIET NAM,,,
PACIFIC CONCORD INT'L LTD.,3903,"4F., 56, DUNHUA NORTH ROAD,","TAIPEI, TAIWAN, R.O.C.",TEL:886-2-8161-1688,,
PANALPINA WORLD TRANSPORT (VIETNAM),3900,"CO., LTD.",UNIT 306 3RD FLOOR SEAGULL BUILDING,", 39B TRUONG SON STR., TAN BINH DIS",,
GUANGDONG MIDEA KITCHEN APPLIANCES,3896,"NO.6 YONG AN ROAD,BEIJIAO SHUNDE,FO",,,,60
DANESI USA,3885,7500 NW 25TH ST,MIAMI FL 33122 UNITED STATES,,,
UNIQUE LOGISTICS INTERNATIONAL (HK),3883,"RM302, HUIJIN MANSION, NO.77 HEYI R","NINGBO, 315010 CHINA TEL_ 0574-8389",83893299,,
SAFEWATER LINES INDIA PRIVATE LIMIT,3883,"401-A / 402, FILIX, 4TH FLOOROPPOSI",MUMBAI MH 400078 INDIA,,,
TOPOCEAN CONSOLIDATION S/B PENANG,3874,"SUITE 15.07, 15TH FLOOR, MWE PLAZA",GEORGE TOWN 07 10200 MALAYSIA,,,
LACTALIS EXPORT AMERICAS,3871,16 AVENUE JEAN JAURES,IMMEUBLE ORIX,CHOISY LE ROI 94607 FR,,
SHANGHAI KAIJUN LOGISTICS CO. LTD.,3866,ROOM 1103 BUILDING B NO.269,HAINING ROAD SHANGHAI CHINA 200080,TEL86-21-63937222,,
"LKQ TAIWAN HOLDING COMPANY, TAIWAN",3859,BRANCH U.S.A.,"2F.-4, NO.149, SEC. 3, ROOSEVELT","RD., DA-AN DIST., TAIPEI CITY 10647",,
JHJ INTERNATIONAL TRANSPORTATION CO,3853,NO 209 GONG HE ROAD 200021,SHANGHAI SH 200021,CHINA,,
SEAGOLD (PRIVATE) LIMITED.SUITE,3852,418-421 4TH FLOOR THE PLAZA G-7,CLIFTON BLOCK 9 KDA SCHEME5 NEAR,"II TALWAR, KARACHI.TEL:35308691",,
HONOUR LANE SHIPPING LTD.NINGBO,3848,BRANCH,"ROOM 1601-1603,NINGBO MARRIOTT","CENTER, NO.168,HEYI ROAD,HAISHU","DISTRICT,",
BARILLA G. E R. F. LLI S.P.A,3847,VIA MANTOVA NR. 166,,,,IT
ICM JAPAN,3845,KINKO CHO 6 3 YOKOHAMA KINKO CHO B,KANAGAWA KU,,,JP
